gdate,gnum,seasonCode,leagueCode,round,gender,hname,aname,score,hs1point,hs2point,hs3point,hs4point,hs5point,as1point,as2point,as3point,as4point,as5point,place,spectators,gstime,sptime,referee
2022-01-01,133,018,201,4,1,수원 한국전력 VIXTORM 프로배구단,대전 삼성화재 블루팡스 배구단,3 : 1,25,17,25,25,0,19,25,16,12,0,수원체육관,1090,14:00,01:44,권대진
2022-01-01,134,018,201,4,2,KGC인삼공사 프로배구단,페퍼저축은행 AI PEPPERS 배구단,3 : 0,25,25,25,0,0,17,13,18,0,0,대전충무체육관,1739,16:00,01:18,송인석
2022-01-02,135,018,201,4,1,서울 우리카드 우리WON 프로배구단,인천 대한항공 점보스 배구단,3 : 0,25,25,26,0,0,16,21,24,0,0,서울장충체육관,1408,14:00,01:27,최재효
2022-01-02,136,018,201,4,2,흥국생명배구단 핑크스파이더스,GS칼텍스 서울Kixx 배구단,1 : 3,23,25,21,16,0,25,21,25,25,0,인천삼산월드체육관,1815,16:00,01:49,남영수
2022-01-04,137,018,201,4,1,천안 현대캐피탈 스카이워커스,수원 한국전력 VIXTORM 프로배구단,3 : 2,25,22,25,22,15,21,25,22,25,13,천안유관순체육관,981,19:00,02:25,최성권
2022-01-04,138,018,201,4,2,현대건설 힐스테이트 배구단,KGC인삼공사 프로배구단,3 : 2,25,20,26,25,15,23,25,28,22,13,수원체육관,1378,19:00,02:25,강주희
2022-01-05,139,018,201,4,1,대전 삼성화재 블루팡스 배구단,의정부 KB손해보험 스타즈 배구단,3 : 2,19,25,25,25,16,25,23,27,18,14,대전충무체육관,373,19:00,02:19,남영수
2022-01-05,140,018,201,4,2,페퍼저축은행 AI PEPPERS 배구단,한국도로공사 하이패스 배구단,0 : 3,16,17,16,0,0,25,25,25,0,0,페퍼스타디움,1031,19:00,01:17,최재효
2022-01-06,141,018,201,4,1,안산 OK금융그룹 읏맨 프로배구단,인천 대한항공 점보스 배구단,0 : 3,19,25,21,0,0,25,27,25,0,0,안산상록수체육관,442,19:00,01:30,최성권
2022-01-06,142,018,201,4,2,IBK기업은행 알토스 배구단,GS칼텍스 서울Kixx 배구단,0 : 3,25,23,20,0,0,27,25,25,0,0,화성종합실내체육관,1358,19:00,01:26,강주희
2022-01-07,143,018,201,4,1,수원 한국전력 VIXTORM 프로배구단,서울 우리카드 우리WON 프로배구단,0 : 3,17,23,21,0,0,25,25,25,0,0,수원체육관,545,19:00,01:21,최재효
2022-01-07,144,018,201,4,2,KGC인삼공사 프로배구단,흥국생명배구단 핑크스파이더스,1 : 3,15,25,23,21,0,25,21,25,25,0,대전충무체육관,1030,19:00,01:57,권대진
2022-01-08,145,018,201,4,1,천안 현대캐피탈 스카이워커스,의정부 KB손해보험 스타즈 배구단,1 : 3,25,23,17,17,0,22,25,25,25,0,천안유관순체육관,1624,14:00,01:56,최성권
2022-01-08,146,018,201,4,2,현대건설 힐스테이트 배구단,한국도로공사 하이패스 배구단,3 : 1,22,25,26,25,0,25,17,24,22,0,수원체육관,1767,16:00,02:11,강주희
2022-01-09,147,018,201,4,1,인천 대한항공 점보스 배구단,대전 삼성화재 블루팡스 배구단,2 : 3,25,28,21,25,11,15,30,25,19,15,인천계양체육관,1050,14:00,02:15,최재효
2022-01-09,148,018,201,4,2,GS칼텍스 서울Kixx 배구단,페퍼저축은행 AI PEPPERS 배구단,3 : 0,25,25,25,0,0,18,15,20,0,0,서울장충체육관,1701,16:00,01:17,송인석
2022-01-11,149,018,201,4,1,안산 OK금융그룹 읏맨 프로배구단,천안 현대캐피탈 스카이워커스,2 : 3,25,25,24,17,15,21,19,26,25,17,안산상록수체육관,558,19:00,02:23,권대진
2022-01-11,150,018,201,4,2,IBK기업은행 알토스 배구단,현대건설 힐스테이트 배구단,1 : 3,17,22,25,23,0,25,25,22,25,0,화성종합실내체육관,1408,19:00,01:55,강주희
2022-01-12,151,018,201,4,1,서울 우리카드 우리WON 프로배구단,의정부 KB손해보험 스타즈 배구단,3 : 1,20,25,25,25,0,25,16,15,23,0,서울장충체육관,743,19:00,01:48,최재효
2022-01-12,152,018,201,4,2,흥국생명배구단 핑크스파이더스,한국도로공사 하이패스 배구단,1 : 3,25,19,18,14,0,22,25,25,25,0,인천삼산월드체육관,1089,19:00,01:47,전영아
2022-01-13,153,018,201,4,1,수원 한국전력 VIXTORM 프로배구단,인천 대한항공 점보스 배구단,1 : 3,18,25,19,17,0,25,18,25,25,0,수원체육관,627,19:00,01:41,권대진
2022-01-13,154,018,201,4,2,KGC인삼공사 프로배구단,GS칼텍스 서울Kixx 배구단,1 : 3,21,22,25,23,0,25,25,21,25,0,대전충무체육관,1410,19:00,01:57,전영아
2022-01-14,155,018,201,4,1,대전 삼성화재 블루팡스 배구단,천안 현대캐피탈 스카이워커스,0 : 3,20,18,23,0,0,25,25,25,0,0,대전충무체육관,877,19:00,01:28,최재효
2022-01-14,156,018,201,4,2,페퍼저축은행 AI PEPPERS 배구단,현대건설 힐스테이트 배구단,0 : 3,15,20,17,0,0,25,25,25,0,0,페퍼스타디움,1226,19:00,01:18,권대진
2022-01-15,157,018,201,4,1,서울 우리카드 우리WON 프로배구단,안산 OK금융그룹 읏맨 프로배구단,2 : 3,25,18,25,16,13,22,25,17,25,15,서울장충체육관,1143,14:00,02:18,최성권
2022-01-15,158,018,201,4,2,흥국생명배구단 핑크스파이더스,IBK기업은행 알토스 배구단,2 : 3,25,26,19,25,12,21,28,25,22,15,인천삼산월드체육관,2546,16:00,02:13,전영아
2022-01-16,159,018,201,4,1,의정부 KB손해보험 스타즈 배구단,수원 한국전력 VIXTORM 프로배구단,2 : 3,25,19,25,27,13,21,25,22,29,15,의정부체육관,1317,14:00,02:28,남영수
2022-01-16,160,018,201,4,2,한국도로공사 하이패스 배구단,KGC인삼공사 프로배구단,3 : 0,25,31,25,0,0,17,29,17,0,0,김천실내체육관,3082,16:00,01:30,권대진
2022-01-18,161,018,201,4,1,대전 삼성화재 블루팡스 배구단,안산 OK금융그룹 읏맨 프로배구단,3 : 0,25,25,25,0,0,22,19,21,0,0,대전충무체육관,474,19:00,01:25,최재효
2022-01-18,162,018,201,4,2,페퍼저축은행 AI PEPPERS 배구단,IBK기업은행 알토스 배구단,3 : 0,25,25,25,0,0,18,22,21,0,0,페퍼스타디움,1499,19:00,01:35,최성권
2022-01-19,163,018,201,4,1,천안 현대캐피탈 스카이워커스,서울 우리카드 우리WON 프로배구단,3 : 2,20,18,25,25,15,25,25,18,23,11,천안유관순체육관,890,19:00,02:20,남영수
2022-01-19,164,018,201,4,2,현대건설 힐스테이트 배구단,흥국생명배구단 핑크스파이더스,3 : 1,25,22,25,25,0,15,25,15,16,0,수원체육관,1255,19:00,01:41,권대진
2022-01-20,165,018,201,4,1,인천 대한항공 점보스 배구단,의정부 KB손해보험 스타즈 배구단,3 : 0,25,25,25,0,0,22,21,19,0,0,인천계양체육관,844,19:00,01:25,최재효
2022-01-20,166,018,201,4,2,GS칼텍스 서울Kixx 배구단,한국도로공사 하이패스 배구단,1 : 3,25,25,17,16,0,17,27,25,25,0,서울장충체육관,1726,19:00,01:59,전영아
2022-01-21,167,018,201,4,1,수원 한국전력 VIXTORM 프로배구단,안산 OK금융그룹 읏맨 프로배구단,3 : 1,15,27,25,25,0,25,25,19,10,0,수원체육관,630,19:00,01:53,최성권
2022-01-21,168,018,201,4,2,IBK기업은행 알토스 배구단,KGC인삼공사 프로배구단,3 : 0,25,25,25,0,0,19,16,12,0,0,화성종합실내체육관,1576,19:00,01:15,강주희
2022-01-28,169,018,201,5,1,서울 우리카드 우리WON 프로배구단,천안 현대캐피탈 스카이워커스,2 : 3,22,22,25,25,15,25,25,16,16,17,서울장충체육관,1308,19:00,02:16,최재효
2022-01-28,170,018,201,5,2,흥국생명배구단 핑크스파이더스,현대건설 힐스테이트 배구단,0 : 3,20,17,20,0,0,25,25,25,0,0,인천삼산월드체육관,1430,19:00,01:19,강주희
2022-01-29,171,018,201,5,1,의정부 KB손해보험 스타즈 배구단,인천 대한항공 점보스 배구단,3 : 2,25,25,17,19,15,23,19,25,25,13,의정부체육관,1151,14:00,02:17,최성권
2022-01-29,172,018,201,5,2,한국도로공사 하이패스 배구단,GS칼텍스 서울Kixx 배구단,0 : 3,19,19,22,0,0,25,25,25,0,0,김천실내체육관,2598,16:00,01:27,남영수
2022-01-30,173,018,201,5,1,안산 OK금융그룹 읏맨 프로배구단,수원 한국전력 VIXTORM 프로배구단,3 : 1,21,25,25,25,0,25,17,19,19,0,안산상록수체육관,833,14:00,01:51,최재효
2022-01-30,174,018,201,5,2,KGC인삼공사 프로배구단,IBK기업은행 알토스 배구단,2 : 3,26,19,25,18,12,24,25,22,25,15,대전충무체육관,2571,16:00,02:13,전영아
2022-01-31,175,018,201,5,1,대전 삼성화재 블루팡스 배구단,천안 현대캐피탈 스카이워커스,3 : 0,32,25,25,0,0,30,19,23,0,0,대전충무체육관,810,14:00,01:43,권대진
2022-01-31,176,018,201,5,2,페퍼저축은행 AI PEPPERS 배구단,현대건설 힐스테이트 배구단,0 : 3,17,22,12,0,0,25,25,25,0,0,페퍼스타디움,1133,16:00,01:18,이광훈
2022-02-01,177,018,201,5,1,인천 대한항공 점보스 배구단,서울 우리카드 우리WON 프로배구단,1 : 3,25,18,23,17,0,23,25,25,25,0,인천계양체육관,912,14:00,01:56,최성권
2022-02-01,178,018,201,5,2,GS칼텍스 서울Kixx 배구단,흥국생명배구단 핑크스파이더스,3 : 0,25,25,25,0,0,18,20,18,0,0,서울장충체육관,1683,16:00,01:15,강주희
2022-02-02,179,018,201,5,1,안산 OK금융그룹 읏맨 프로배구단,의정부 KB손해보험 스타즈 배구단,3 : 0,25,25,25,0,0,22,22,21,0,0,안산상록수체육관,734,14:00,01:36,남영수
2022-02-02,180,018,201,5,2,IBK기업은행 알토스 배구단,한국도로공사 하이패스 배구단,3 : 1,27,25,17,25,0,25,14,25,21,0,화성종합실내체육관,1576,16:00,01:57,권대진
2022-02-03,181,018,201,5,1,대전 삼성화재 블루팡스 배구단,수원 한국전력 VIXTORM 프로배구단,3 : 1,25,25,16,25,0,20,11,25,23,0,대전충무체육관,482,19:00,01:42,최성권
2022-02-03,182,018,201,5,2,페퍼저축은행 AI PEPPERS 배구단,KGC인삼공사 프로배구단,1 : 3,16,25,13,17,0,25,23,25,25,0,페퍼스타디움,952,19:01,01:41,최재효
2022-02-04,183,018,201,5,1,천안 현대캐피탈 스카이워커스,인천 대한항공 점보스 배구단,1 : 3,20,21,25,24,0,25,25,21,26,0,천안유관순체육관,1122,19:00,02:01,권대진
2022-02-04,184,018,201,5,2,GS칼텍스 서울Kixx 배구단,현대건설 힐스테이트 배구단,2 : 3,25,25,21,20,13,16,19,25,25,15,서울장충체육관,1698,19:00,02:09,남영수
2022-02-05,185,018,201,5,1,서울 우리카드 우리WON 프로배구단,의정부 KB손해보험 스타즈 배구단,0 : 3,19,23,16,0,0,25,25,25,0,0,서울장충체육관,1028,14:00,01:23,최재효
2022-02-05,186,018,201,5,2,흥국생명배구단 핑크스파이더스,한국도로공사 하이패스 배구단,1 : 3,18,16,25,17,0,25,25,22,25,0,인천삼산월드체육관,1560,16:00,01:51,강주희
2022-02-06,187,018,201,5,1,안산 OK금융그룹 읏맨 프로배구단,대전 삼성화재 블루팡스 배구단,3 : 2,25,25,21,29,15,22,23,25,31,9,안산상록수체육관,706,14:00,02:30,최성권
2022-02-06,188,018,201,5,2,IBK기업은행 알토스 배구단,페퍼저축은행 AI PEPPERS 배구단,3 : 0,25,25,25,0,0,18,23,17,0,0,화성종합실내체육관,1576,16:00,01:19,권대진
2022-02-08,189,018,201,5,1,서울 우리카드 우리WON 프로배구단,수원 한국전력 VIXTORM 프로배구단,3 : 1,20,27,25,25,0,25,25,18,17,0,서울장충체육관,714,19:00,01:57,최재효
2022-02-08,190,018,201,5,2,흥국생명배구단 핑크스파이더스,KGC인삼공사 프로배구단,3 : 0,25,25,25,0,0,23,23,18,0,0,인천삼산월드체육관,947,19:00,01:26,전영아
2022-02-09,191,018,201,5,1,의정부 KB손해보험 스타즈 배구단,천안 현대캐피탈 스카이워커스,3 : 0,25,25,25,0,0,15,23,21,0,0,의정부체육관,704,19:00,01:26,최성권
2022-02-10,192,018,201,5,1,인천 대한항공 점보스 배구단,안산 OK금융그룹 읏맨 프로배구단,3 : 0,25,25,25,0,0,23,21,17,0,0,인천계양체육관,618,19:00,01:25,남영수
2022-02-10,193,018,201,5,2,IBK기업은행 알토스 배구단,GS칼텍스 서울Kixx 배구단,3 : 0,25,29,25,0,0,18,27,22,0,0,화성종합실내체육관,1538,19:00,01:22,강주희
2022-02-11,194,018,201,5,1,대전 삼성화재 블루팡스 배구단,서울 우리카드 우리WON 프로배구단,3 : 1,25,19,25,25,0,23,25,20,17,0,대전충무체육관,438,19:00,01:51,최성권
2022-02-11,195,018,201,5,2,페퍼저축은행 AI PEPPERS 배구단,흥국생명배구단 핑크스파이더스,3 : 1,18,25,25,25,0,25,22,21,14,0,페퍼스타디움,705,19:00,01:53,송인석
2022-02-12,196,018,201,5,1,수원 한국전력 VIXTORM 프로배구단,의정부 KB손해보험 스타즈 배구단,3 : 2,25,25,19,22,15,22,22,25,25,10,수원체육관,810,14:00,02:13,권대진
2022-02-13,197,018,201,5,1,천안 현대캐피탈 스카이워커스,안산 OK금융그룹 읏맨 프로배구단,0 : 3,20,25,25,0,0,25,27,27,0,0,천안유관순체육관,1240,14:00,01:45,권대진
2022-02-21,198,018,201,5,2,KGC인삼공사 프로배구단,한국도로공사 하이패스 배구단,1 : 3,22,24,25,23,0,25,26,23,25,0,대전충무체육관,519,19:00,02:09,강주희
2022-02-22,199,018,201,5,2,현대건설 힐스테이트 배구단,IBK기업은행 알토스 배구단,3 : 1,25,19,25,25,0,20,25,18,18,0,수원체육관,1480,19:00,01:54,최재효
2022-02-23,200,018,201,5,2,한국도로공사 하이패스 배구단,현대건설 힐스테이트 배구단,3 : 0,25,25,25,0,0,22,19,18,0,0,김천실내체육관,0,19:00,01:34,남영수
2022-02-24,201,018,201,5,2,페퍼저축은행 AI PEPPERS 배구단,GS칼텍스 서울Kixx 배구단,0 : 3,18,19,21,0,0,25,25,25,0,0,페퍼스타디움,568,19:00,01:17,전영아
2022-02-25,202,018,201,5,2,KGC인삼공사 프로배구단,현대건설 힐스테이트 배구단,3 : 2,20,21,25,25,15,25,25,18,19,8,대전충무체육관,668,19:00,02:16,강주희
2022-02-26,203,018,201,5,2,IBK기업은행 알토스 배구단,흥국생명배구단 핑크스파이더스,3 : 0,25,25,25,0,0,17,22,14,0,0,화성종합실내체육관,1576,16:00,01:20,전영아
2022-02-27,204,018,201,5,2,한국도로공사 하이패스 배구단,페퍼저축은행 AI PEPPERS 배구단,3 : 0,25,25,25,0,0,12,20,23,0,0,김천실내체육관,0,16:00,01:25,송인석
2022-02-28,205,018,201,5,2,GS칼텍스 서울Kixx 배구단,KGC인삼공사 프로배구단,3 : 0,25,28,25,0,0,15,26,11,0,0,서울장충체육관,1406,19:00,01:19,최재효
2022-03-01,206,018,201,6,2,현대건설 힐스테이트 배구단,한국도로공사 하이패스 배구단,3 : 2,25,25,25,20,15,19,22,27,25,10,수원체육관,1641,16:00,02:29,강주희
2022-03-02,207,018,201,6,2,흥국생명배구단 핑크스파이더스,IBK기업은행 알토스 배구단,3 : 1,21,25,25,25,0,25,22,23,22,0,인천계양체육관,784,19:00,01:55,최성권
2022-03-03,208,018,201,6,2,KGC인삼공사 프로배구단,페퍼저축은행 AI PEPPERS 배구단,3 : 1,25,25,25,25,0,27,23,20,22,0,대전충무체육관,437,19:00,02:04,남영수
2022-03-05,209,018,201,5,1,대전 삼성화재 블루팡스 배구단,인천 대한항공 점보스 배구단,0 : 3,20,19,20,0,0,25,25,25,0,0,대전충무체육관,546,14:00,01:25,최재효
2022-03-05,210,018,201,6,2,한국도로공사 하이패스 배구단,흥국생명배구단 핑크스파이더스,3 : 0,25,25,25,0,0,23,19,19,0,0,김천실내체육관,805,16:00,01:27,권대진
2022-03-06,211,018,201,5,1,수원 한국전력 VIXTORM 프로배구단,천안 현대캐피탈 스카이워커스,3 : 2,27,25,25,16,15,25,19,27,25,9,수원체육관,759,14:00,02:23,남영수
2022-03-07,212,018,201,5,1,안산 OK금융그룹 읏맨 프로배구단,서울 우리카드 우리WON 프로배구단,3 : 2,25,20,25,21,15,18,25,23,25,8,안산상록수체육관,261,19:00,02:15,최성권
2022-03-08,213,018,201,5,1,대전 삼성화재 블루팡스 배구단,의정부 KB손해보험 스타즈 배구단,0 : 3,20,20,23,0,0,25,25,25,0,0,대전충무체육관,333,19:00,01:36,남영수
2022-03-09,214,018,201,5,1,인천 대한항공 점보스 배구단,수원 한국전력 VIXTORM 프로배구단,3 : 2,26,25,23,25,15,28,20,25,22,13,인천계양체육관,740,14:00,02:29,최재효
2022-03-10,215,018,201,6,1,천안 현대캐피탈 스카이워커스,의정부 KB손해보험 스타즈 배구단,1 : 3,19,27,26,14,0,25,25,28,25,0,천안유관순체육관,295,19:00,02:08,최성권
2022-03-11,216,018,201,6,1,서울 우리카드 우리WON 프로배구단,안산 OK금융그룹 읏맨 프로배구단,3 : 1,23,25,25,25,0,25,19,19,20,0,서울장충체육관,512,19:00,01:58,최재효
2022-03-12,217,018,201,6,1,수원 한국전력 VIXTORM 프로배구단,대전 삼성화재 블루팡스 배구단,3 : 0,25,25,25,0,0,14,19,20,0,0,수원체육관,948,14:00,01:22,권대진
2022-03-13,218,018,201,6,1,인천 대한항공 점보스 배구단,천안 현대캐피탈 스카이워커스,3 : 0,25,25,25,0,0,20,21,21,0,0,인천계양체육관,775,14:00,01:36,남영수
2022-03-14,219,018,201,6,1,의정부 KB손해보험 스타즈 배구단,서울 우리카드 우리WON 프로배구단,3 : 2,25,21,25,20,15,18,25,22,25,13,의정부체육관,346,19:00,02:18,최성권
2022-03-15,220,018,201,6,1,안산 OK금융그룹 읏맨 프로배구단,수원 한국전력 VIXTORM 프로배구단,1 : 3,25,23,19,23,0,19,25,25,25,0,안산상록수체육관,292,19:00,01:58,권대진
2022-03-16,221,018,201,6,1,서울 우리카드 우리WON 프로배구단,인천 대한항공 점보스 배구단,2 : 3,21,25,23,25,10,25,18,25,23,15,서울장충체육관,543,19:00,02:21,최재효
2022-03-17,222,018,201,6,1,천안 현대캐피탈 스카이워커스,대전 삼성화재 블루팡스 배구단,3 : 2,25,20,25,29,16,22,25,17,31,14,천안유관순체육관,339,19:00,02:24,최성권
2022-03-18,223,018,201,6,1,안산 OK금융그룹 읏맨 프로배구단,의정부 KB손해보험 스타즈 배구단,1 : 3,21,22,34,30,0,25,25,32,32,0,안산상록수체육관,310,19:00,02:36,남영수
2022-03-19,224,018,201,6,1,수원 한국전력 VIXTORM 프로배구단,인천 대한항공 점보스 배구단,3 : 1,25,25,16,25,0,20,21,25,23,0,수원체육관,718,14:00,01:53,최재효
2022-03-20,225,018,201,6,1,천안 현대캐피탈 스카이워커스,서울 우리카드 우리WON 프로배구단,2 : 3,25,25,23,21,9,18,19,25,25,15,천안유관순체육관,638,13:33,02:17,남영수
2022-03-20,226,018,201,6,2,IBK기업은행 알토스 배구단,KGC인삼공사 프로배구단,3 : 1,26,25,25,25,0,28,14,20,18,0,화성종합실내체육관,1576,16:00,01:53,전영아
2022-03-21,227,018,201,6,1,대전 삼성화재 블루팡스 배구단,안산 OK금융그룹 읏맨 프로배구단,1 : 3,24,25,14,20,0,26,23,25,25,0,대전충무체육관,336,19:00,01:56,권대진
2022-03-21,228,018,201,6,2,흥국생명배구단 핑크스파이더스,GS칼텍스 서울Kixx 배구단,0 : 3,19,23,21,0,0,25,25,25,0,0,인천삼산월드체육관,489,19:00,01:26,송인석
2022-03-22,229,018,201,6,1,인천 대한항공 점보스 배구단,의정부 KB손해보험 스타즈 배구단,3 : 2,21,25,25,29,15,25,22,20,31,7,인천계양체육관,686,19:00,02:28,최재효
2022-03-23,230,018,201,6,1,서울 우리카드 우리WON 프로배구단,대전 삼성화재 블루팡스 배구단,3 : 0,25,25,25,0,0,20,20,23,0,0,서울장충체육관,612,19:00,01:25,최성권
2022-03-24,231,018,201,6,1,천안 현대캐피탈 스카이워커스,수원 한국전력 VIXTORM 프로배구단,0 : 3,23,24,21,0,0,25,26,25,0,0,천안유관순체육관,442,19:00,01:35,권대진
2022-03-25,232,018,201,6,1,안산 OK금융그룹 읏맨 프로배구단,인천 대한항공 점보스 배구단,0 : 3,20,23,24,0,0,25,25,26,0,0,안산상록수체육관,421,19:00,01:34,최성권
2022-03-26,233,018,201,6,1,의정부 KB손해보험 스타즈 배구단,대전 삼성화재 블루팡스 배구단,0 : 3,23,19,22,0,0,25,25,25,0,0,의정부체육관,1015,14:00,01:32,남영수
2022-03-27,234,018,201,6,1,수원 한국전력 VIXTORM 프로배구단,서울 우리카드 우리WON 프로배구단,1 : 3,19,25,17,23,0,25,18,25,25,0,수원체육관,1011,16:00,01:52,최재효
2022-03-28,235,018,201,6,1,안산 OK금융그룹 읏맨 프로배구단,천안 현대캐피탈 스카이워커스,1 : 3,25,18,14,23,0,19,25,25,25,0,안산상록수체육관,474,19:00,01:50,남영수
2022-03-29,236,018,201,6,1,인천 대한항공 점보스 배구단,대전 삼성화재 블루팡스 배구단,3 : 2,25,23,25,21,15,15,25,16,25,11,인천계양체육관,605,19:00,02:05,권대진
